OBJECTID,REGION,NOM_REGION,PROVINCIA,NOM_PROVIN,COMUNA,NOM_COMUNA,COD_DISTRI,TIPO_DISTR,CODIGO_C17,T_HOM_R,T_MUJ_R,T_POB_R,T_HOM_U,T_MUJ_U,T_POB_U,T_HOM,T_MUJ,T_POB,T_VIV_U,T_VIV_R,T_VIV,Shape_Leng,Shape__Area,Shape__Length,SUPERFICIE__KM2_,Densidad
1621,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9203,CURACAUTÍN,5,MIXTO,920305,178,169,347,793,891,1684,971,1060,2031,648,206,854,0.60715555,263152363.964844,71837.65980401,161.5423584,12.57255363
1622,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5302,CALLE LARGA,3,RURAL,530203,610,553,1163,442,426,868,1052,979,2031,285,447,732,0.88692069,402706822.316406,106820.47841616,282.57879639,7.18737555
1623,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5501,QUILLOTA,1,URBANO,550101,0,0,0,970,1100,2070,970,1100,2070,964,0,964,0.03646015,1148449.14257813,4382.898115,0.81264102,2547.25024414
1624,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10106,LOS MUERMOS,8,RURAL,1010608,1150,926,2076,0,0,0,1150,926,2076,0,990,990,1.20000501,514049533.914062,142416.24376429,288.40881348,7.19811583
1625,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,10,RURAL,912010,1063,1033,2096,0,0,0,1063,1033,2096,0,1055,1055,0.66176253,226484437.789062,79761.14109991,135.83633423,15.43033409
1626,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9210,TRAIGUÉN,1,URBANO,921001,0,0,0,960,1136,2096,960,1136,2096,958,0,958,0.05636153,1724492.64453125,6777.83859286,1.05596292,1984.91809082
1627,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9207,LUMACO,1,MIXTO,920701,360,330,690,684,724,1408,1044,1054,2098,605,254,859,0.58778741,118769325.75,72624.4582879,73.26927185,28.63410378
1628,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14108,PANGUIPULLI,2,RURAL,1410802,1096,1003,2099,0,0,0,1096,1003,2099,0,975,975,0.71136008,191047355.546875,86572.87071871,113.17260742,18.54689026
1629,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5403,PAPUDO,2,MIXTO,540302,221,176,397,855,853,1708,1076,1029,2105,644,399,1043,0.55226021,146553672.767578,64403.88532594,104.22653198,20.19639397
1630,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14107,PAILLACO,5,MIXTO,1410705,561,548,1109,475,526,1001,1036,1074,2110,398,540,938,1.07831681,299254509.828125,128871.14298688,175.45800781,12.0256691
1631,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9114,PITRUFQUÉN,4,RURAL,911404,1089,1050,2139,0,0,0,1089,1050,2139,0,960,960,0.61689061,207091694.230469,75553.02558974,124.68971252,17.15458298
1632,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,11,RURAL,911111,1124,1057,2181,0,0,0,1124,1057,2181,0,825,825,0.52434549,170924878.859375,64769.25331442,103.50520325,21.0714035
1633,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,1,MIXTO,911101,442,462,904,579,701,1280,1021,1163,2184,473,330,803,0.13372479,13402108.4335938,16802.57587759,8.14280701,268.2121582
1634,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10208,QUELLÓN,3,RURAL,1020803,1138,1052,2190,0,0,0,1138,1052,2190,0,963,963,0.79265847,186646234.679688,99829.21840632,99.73207092,21.9588356
1635,10,REGIÓN DE LOS LAGOS,103,OSORNO,10301,OSORNO,3,URBANO,1030103,0,0,0,1016,1187,2203,1016,1187,2203,1215,0,1215,0.04093237,1336728.1875,4960.90482107,0.76549733,2877.86767578
1636,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9102,CARAHUE,1,MIXTO,910201,11,14,25,1079,1099,2178,1090,1113,2203,863,11,874,0.08123717,4346376.28515625,9915.4129138,2.62969947,837.73834229
1637,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5304,SAN ESTEBAN,2,RURAL,530402,1145,1092,2237,0,0,0,1145,1092,2237,0,751,751,0.23756703,29397750.5761719,27575.75303491,20.71502686,107.98923492
1638,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,5,RURAL,911105,1179,1063,2242,0,0,0,1179,1063,2242,0,997,997,0.70794205,253608703.097656,87523.46343253,153.68507385,14.588274
1639,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,7,MIXTO,1420407,954,918,1872,194,189,383,1148,1107,2255,143,809,952,1.02851535,311300900.878906,122123.5540709,180.34767151,12.50362682
1640,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14104,LOS LAGOS,12,RURAL,1410412,1151,1104,2255,0,0,0,1151,1104,2255,0,948,948,0.87115278,419008746.109375,107427.34741309,246.77888489,9.13773441
1641,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5705,PUTAENDO,7,RURAL,570507,1188,1077,2265,0,0,0,1188,1077,2265,0,900,900,1.97001184,1411446644.6543,235381.68594607,1001.88647461,2.26073503
1642,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,4,RURAL,912004,1191,1075,2266,0,0,0,1191,1075,2266,0,2035,2035,0.68148802,263414110.773438,85296.10771252,157.29846191,14.40573502
1643,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5706,SANTA MARÍA,5,MIXTO,570605,543,532,1075,596,609,1205,1139,1141,2280,468,436,904,0.17947239,18125957.4707031,21780.89068953,12.75343132,178.77542114
1644,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,5,RURAL,430105,597,573,1170,548,575,1123,1145,1148,2293,333,460,793,0.45813076,71882369.1894531,52530.43292529,53.02643585,43.24258423
1645,14,REGIÓN DE LOS RÍOS,142,RANCO,14201,LA UNIÓN,7,RURAL,1420107,1172,1121,2293,0,0,0,1172,1121,2293,0,918,918,0.88701159,237656926.472656,106585.91888907,138.40014648,16.56790161
1646,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9101,TEMUCO,15,RURAL,910115,1178,1117,2295,0,0,0,1178,1117,2295,0,825,825,0.40755233,97286322.2617188,49317.28046837,59.37638092,38.6517334
1647,10,REGIÓN DE LOS LAGOS,104,PALENA,10401,CHAITÉN,1,RURAL,1040101,432,231,663,864,775,1639,1296,1006,2302,738,307,1045,3.3129417,3328500149.13672,412108.8006414,1789.24853516,1.28657365
1648,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,8,RURAL,912008,1183,1125,2308,0,0,0,1183,1125,2308,0,1064,1064,0.68797766,207503046.285156,80949.2493146,123.96050262,18.61883354
1649,10,REGIÓN DE LOS LAGOS,103,OSORNO,10302,PUERTO OCTAY,3,MIXTO,1030203,1190,1121,2311,0,0,0,1190,1121,2311,0,1196,1196,1.35828767,856422761.386719,166480.29528373,487.04034424,4.74498653
1650,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9103,CUNCO,10,MIXTO,910310,468,425,893,690,738,1428,1158,1163,2321,654,419,1073,0.44404119,155569624.925781,53877.64105101,93.91623688,24.71351051
1651,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9117,TEODORO SCHMIDT,6,RURAL,911706,1172,1155,2327,0,0,0,1172,1155,2327,0,899,899,0.58192408,183434704.878906,70230.45370341,110.63181305,21.03373337
1652,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9102,CARAHUE,5,RURAL,910205,1185,1155,2340,0,0,0,1185,1155,2340,0,902,902,0.86256026,163265509.40625,106378.43288001,99.23503113,23.5803833
1653,4,REGIÓN DE COQUIMBO,42,CHOAPA,4204,SALAMANCA,14,RURAL,420414,504,501,1005,693,642,1335,1197,1143,2340,497,434,931,1.22576351,547225003.363281,145630.98059005,392.60879517,5.96013117
1654,14,REGIÓN DE LOS RÍOS,142,RANCO,14201,LA UNIÓN,8,RURAL,1420108,1237,1105,2342,0,0,0,1237,1105,2342,0,1236,1236,0.91454884,365331682.460938,113420.36097745,212.83680725,11.00373554
1655,3,REGIÓN DE ATACAMA,31,COPIAPÓ,3101,COPIAPÓ,8,URBANO,310108,0,0,0,1257,1095,2352,1257,1095,2352,772,0,772,0.04211008,872620.1015625,4870.64431664,0.70218337,3349.55249023
1656,10,REGIÓN DE LOS LAGOS,103,OSORNO,10306,SAN JUAN DE LA COSTA,1,RURAL,1030601,1257,1096,2353,0,0,0,1257,1096,2353,0,1080,1080,0.85238755,380251975.804688,101747.96387705,219.70936584,10.70960236
1657,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,11,RURAL,1410111,1149,1204,2353,0,0,0,1149,1204,2353,0,934,934,0.91750491,102674908.230469,108889.07691307,60.71741486,38.7532959
1658,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,16,MIXTO,1410116,262,292,554,864,937,1801,1126,1229,2355,672,311,983,0.78065523,137152856.203125,93174.79672622,80.93955994,29.09578323
1659,5,REGIÓN DE VALPARAÍSO,54,PETORCA,5401,LA LIGUA,5,MIXTO,540105,263,261,524,893,942,1835,1156,1203,2359,691,199,890,0.22430351,28896222.9042969,26239.24003295,20.70461464,113.93595123
1660,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5301,LOS ANDES,4,RURAL,530104,1174,1194,2368,0,0,0,1174,1194,2368,0,844,844,0.5914038,177730227.134766,69979.2964127,124.91725159,18.95654869
1661,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10201,CASTRO,4,RURAL,1020104,1168,1203,2371,0,0,0,1168,1203,2371,0,1100,1100,0.46888696,72417841.4804688,56288.07500893,39.48428345,60.04920959
1662,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5503,HIJUELAS,4,RURAL,550304,1231,1142,2373,0,0,0,1231,1142,2373,0,868,868,0.39465879,101832206.408203,47295.28153371,71.6940155,33.09899902
1663,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9105,FREIRE,5,RURAL,910505,1266,1108,2374,0,0,0,1266,1108,2374,0,1022,1022,0.60319513,264000070.671875,73425.25845588,159.10626221,14.92084599
1664,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10203,CHONCHI,8,RURAL,1020308,1175,1211,2386,0,0,0,1175,1211,2386,0,1073,1073,0.74336471,219150514.144531,89633.53511165,118.82913971,20.07925034
1665,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5302,CALLE LARGA,1,MIXTO,530201,699,662,1361,498,529,1027,1197,1191,2388,352,494,846,0.15438103,15382806.4257812,18229.76640156,10.82903194,220.51832581
1666,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10101,PUERTO MONTT,10,RURAL,1010110,1246,1147,2393,0,0,0,1246,1147,2393,0,1192,1192,1.31260013,797235899.402344,163366.7740049,446.07537842,5.36456394
1667,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,26,RURAL,430126,1265,1129,2394,0,0,0,1265,1129,2394,0,1235,1235,0.69732256,265440630.761719,80586.84853413,195.78553772,12.2276659
1668,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9105,FREIRE,4,RURAL,910504,1217,1179,2396,0,0,0,1217,1179,2396,0,991,991,0.66054377,164836879.796875,78852.99587721,99.46096039,24.08985329
1669,14,REGIÓN DE LOS RÍOS,142,RANCO,14203,LAGO RANCO,3,RURAL,1420303,1227,1171,2398,0,0,0,1227,1171,2398,0,1273,1273,0.85557443,173433101.757812,106698.83911021,100.71352386,23.81011009
1670,10,REGIÓN DE LOS LAGOS,104,PALENA,10402,FUTALEUFÚ,1,MIXTO,1040201,311,258,569,932,899,1831,1243,1157,2400,923,369,1292,1.94570134,1335691239.68359,245760.01173019,711.92181396,3.37115669
1671,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5501,QUILLOTA,11,MIXTO,550111,528,540,1068,651,690,1341,1179,1230,2409,486,466,952,0.26242435,42923050.2050781,30955.93809871,30.26229477,79.60401154
1672,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9208,PURÉN,1,MIXTO,920801,161,164,325,979,1114,2093,1140,1278,2418,893,147,1040,0.33615763,37234754.1796875,41108.55651379,23.07916069,104.76984406
1673,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9209,RENAICO,3,MIXTO,920903,332,333,665,873,920,1793,1205,1253,2458,680,239,919,0.67723874,141578823.460938,81880.19940153,88.34709167,27.82208061
1674,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9118,TOLTÉN,2,MIXTO,911802,586,583,1169,637,667,1304,1223,1250,2473,585,503,1088,0.63986021,159571280.222656,78207.25498677,95.15625763,25.98883247
1675,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9115,PUCÓN,3,MIXTO,911503,1298,1196,2494,0,0,0,1298,1196,2494,0,2407,2407,0.82960465,335519763.714844,101593.66624493,201.58045959,12.37223148
1676,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,3,RURAL,1420403,1295,1217,2512,0,0,0,1295,1217,2512,0,1093,1093,0.93028525,303356750.472656,111668.77847318,175.66355896,14.30006313
1677,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,6,RURAL,1010206,1263,1253,2516,0,0,0,1263,1253,2516,0,917,917,0.45163857,83102048.1054688,55958.04898765,46.30870438,54.33103943
1678,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9119,VILCÚN,3,MIXTO,911903,204,164,368,1036,1113,2149,1240,1277,2517,897,248,1145,1.20137744,762451576.207031,143760.43557032,464.48892212,5.418859
1679,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,3,MIXTO,910803,45,41,86,1121,1331,2452,1166,1372,2538,1005,39,1044,0.24394115,20933988.7382812,29804.1297837,12.78055954,198.58285522
1680,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9116,SAAVEDRA,3,RURAL,911603,1272,1271,2543,0,0,0,1272,1271,2543,0,1099,1099,0.55460421,198068523.199219,69048.45162271,119.80799103,21.22562981
1681,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5706,SANTA MARÍA,2,RURAL,570602,1315,1233,2548,0,0,0,1315,1233,2548,0,930,930,0.53844991,160877509.666016,64795.88838399,113.63434601,22.42279816
1682,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10105,FRUTILLAR,3,RURAL,1010503,1297,1253,2550,0,0,0,1297,1253,2550,0,1059,1059,0.7044219,241429102.730469,85511.02926968,137.07310486,18.60321236
1683,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,14,MIXTO,430114,171,163,334,1054,1176,2230,1225,1339,2564,888,166,1054,0.19154616,15944412.0390625,23041.01493294,11.75350761,218.14764404
1684,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9102,CARAHUE,8,MIXTO,910208,382,344,726,875,985,1860,1257,1329,2586,816,298,1114,0.73332605,222819884.785156,90462.91731014,135.93269348,19.02412224
1685,10,REGIÓN DE LOS LAGOS,103,OSORNO,10303,PURRANQUE,4,MIXTO,1030304,421,410,831,853,921,1774,1274,1331,2605,678,329,1007,0.88082949,181959599.75,106163.16211632,103.54508209,25.15812302
1686,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9105,FREIRE,8,RURAL,910508,1356,1260,2616,0,0,0,1356,1260,2616,0,1138,1138,0.50947177,190609534.730469,63220.13595467,115.08734894,22.7305603
1687,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9104,CURARREHUE,2,RURAL,910402,1367,1261,2628,0,0,0,1367,1261,2628,0,1100,1100,1.66254754,996770431.234375,209185.79073187,598.56591797,4.39049387
1688,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14108,PANGUIPULLI,6,RURAL,1410806,1387,1245,2632,0,0,0,1387,1245,2632,0,1279,1279,1.50141789,854327768.5,185936.32824489,506.13043213,5.20024061
1689,4,REGIÓN DE COQUIMBO,42,CHOAPA,4204,SALAMANCA,10,RURAL,420410,1987,646,2633,0,0,0,1987,646,2633,0,447,447,1.70059447,1223696096.9082,201720.20029601,879.19281006,2.99479246
1690,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5504,LA CRUZ,4,MIXTO,550404,938,929,1867,399,371,770,1337,1300,2637,263,690,953,0.22762709,38186486.40625,27071.41271932,26.79768562,98.40401459
1691,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5301,LOS ANDES,5,RURAL,530105,2057,593,2650,0,0,0,2057,593,2650,0,435,435,1.66088272,1542236168.74219,199956.96555673,1082.22668457,2.44865513
1692,5,REGIÓN DE VALPARAÍSO,57,SAN FELIPE DE ACONCAGUA,5705,PUTAENDO,4,RURAL,570504,1352,1325,2677,0,0,0,1352,1325,2677,0,1069,1069,0.32845436,85607622.0664062,39600.9666682,60.49664307,44.2503891
1693,4,REGIÓN DE COQUIMBO,41,ELQUI,4106,VICUÑA,5,RURAL,410605,1341,1365,2706,0,0,0,1341,1365,2706,0,1048,1048,0.60877157,185850211.447266,72453.63600173,138.67680359,19.51299667
1694,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14108,PANGUIPULLI,3,RURAL,1410803,1449,1273,2722,0,0,0,1449,1273,2722,0,1290,1290,0.91610677,362442003.769531,109724.1516509,214.96638489,12.66244507
1695,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10201,CASTRO,3,MIXTO,1020103,575,597,1172,757,794,1551,1332,1391,2723,599,623,1222,1.2308753,319167771.671875,145821.97694635,173.50328064,15.69422817
1696,10,REGIÓN DE LOS LAGOS,103,OSORNO,10306,SAN JUAN DE LA COSTA,2,MIXTO,1030602,828,735,1563,612,558,1170,1440,1293,2733,1687,892,2579,1.71996608,731741246.699219,201798.14160843,420.42028809,6.50063801
1697,14,REGIÓN DE LOS RÍOS,142,RANCO,14204,RÍO BUENO,6,RURAL,1420406,1445,1293,2738,0,0,0,1445,1293,2738,0,1330,1330,1.31829798,663103398.292969,157163.84368928,364.66104126,7.50834227
1698,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9211,VICTORIA,3,MIXTO,921103,0,0,0,1301,1448,2749,1301,1448,2749,959,1,960,0.07432479,4519431.4765625,9129.36080198,2.78297281,987.79266357
1699,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9112,PADRE LAS CASAS,3,RURAL,911203,1467,1315,2782,0,0,0,1467,1315,2782,0,843,843,0.28079779,36460819.5078125,34564.57485973,22.16518402,125.51215363
1700,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9116,SAAVEDRA,2,RURAL,911602,1418,1370,2788,0,0,0,1418,1370,2788,0,1206,1206,0.55489025,185543842.289062,69827.65294464,112.55316162,24.77051735
1701,10,REGIÓN DE LOS LAGOS,103,OSORNO,10304,PUYEHUE,3,RURAL,1030403,1480,1322,2802,0,0,0,1480,1322,2802,0,1238,1238,1.30088502,594724038.992188,160689.4686422,341.76358032,8.19865036
1702,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5303,RINCONADA,2,MIXTO,530302,205,197,402,1190,1220,2410,1395,1417,2812,769,146,915,0.1004898,8017631.25195313,11969.31216,5.62905598,499.55090332
1703,10,REGIÓN DE LOS LAGOS,102,CHILOÉ,10207,QUEILÉN,1,MIXTO,1020701,277,230,507,1154,1152,2306,1431,1382,2813,948,242,1190,0.4157069,44971186.2265625,52799.14602156,24.17282104,116.37036896
1704,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4301,OVALLE,21,RURAL,430121,1421,1398,2819,0,0,0,1421,1398,2819,0,1219,1219,0.56944636,207221392.128906,67974.82139611,153.41445923,18.37506104
1705,10,REGIÓN DE LOS LAGOS,101,LLANQUIHUE,10102,CALBUCO,1,RURAL,1010201,1438,1386,2824,0,0,0,1438,1386,2824,0,1195,1195,0.67668588,95452656.7304688,80850.78418801,53.00357819,53.27942276
1706,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9204,ERCILLA,1,MIXTO,920401,293,282,575,1050,1252,2302,1343,1534,2877,919,228,1147,0.54530813,116613966.359375,65548.14294757,72.19759369,39.84897232
1707,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14107,PAILLACO,4,RURAL,1410704,1459,1419,2878,0,0,0,1459,1419,2878,0,1177,1177,0.96139217,412782370.910156,116839.20653744,240.95701599,11.94403934
1708,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9111,NUEVA IMPERIAL,9,RURAL,911109,1446,1436,2882,0,0,0,1446,1436,2882,0,1147,1147,0.49133889,150151102.542969,60775.85326562,91.12119293,31.62820625
1709,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5105,PUCHUNCAVÍ,1,MIXTO,510501,121,94,215,1336,1350,2686,1457,1444,2901,1708,234,1942,0.33584569,50890977.1835938,39830.23667393,35.93900681,80.72009277
1710,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9210,TRAIGUÉN,3,URBANO,921003,0,0,0,1329,1600,2929,1329,1600,2929,1208,0,1208,0.04090462,1204827.36328125,5296.60502189,0.75094503,3900.41870117
1711,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9115,PUCÓN,4,RURAL,911504,1522,1434,2956,0,0,0,1522,1434,2956,0,1655,1655,1.32075369,646588665.132812,160257.56651856,387.80627441,7.62236261
1712,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9202,COLLIPULLI,6,RURAL,920206,1537,1437,2974,0,0,0,1537,1437,2974,0,1147,1147,0.86460011,160940452.621094,104811.11053533,100.17878723,29.68692207
1713,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,2,MIXTO,912002,22,23,45,1358,1583,2941,1380,1606,2986,1436,314,1750,0.12018398,11662252.8320312,14775.12294782,7.02234077,425.21435547
1714,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9201,ANGOL,13,MIXTO,920113,638,581,1219,865,904,1769,1503,1485,2988,609,442,1051,0.42874098,72243320.2070312,52128.37697826,45.00553131,66.39183807
1715,9,REGIÓN DE LA ARAUCANÍA,92,MALLECO,9207,LUMACO,10,MIXTO,920710,205,175,380,1293,1319,2612,1498,1494,2992,1076,136,1212,0.63600804,172504308.902344,76562.12296483,106.427948,28.11291504
1716,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9112,PADRE LAS CASAS,2,RURAL,911202,1577,1417,2994,0,0,0,1577,1417,2994,0,1031,1031,0.36662037,66048276.09375,44539.53354269,40.06393814,74.73054504
1717,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9116,SAAVEDRA,4,RURAL,911604,1495,1512,3007,0,0,0,1495,1512,3007,0,1265,1265,0.48129764,176076402.589844,61212.3566292,106.52825165,28.22725487
1718,5,REGIÓN DE VALPARAÍSO,53,LOS ANDES,5304,SAN ESTEBAN,1,MIXTO,530401,519,475,994,993,1039,2032,1512,1514,3026,714,369,1083,0.26303432,26502371.5078125,30259.36267928,18.68803787,161.92176819
1719,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5503,HIJUELAS,3,MIXTO,550303,108,106,214,1398,1419,2817,1506,1525,3031,961,108,1069,0.19603776,23371760.6386719,22849.03024394,16.48510551,183.8629303
1720,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9108,LAUTARO,11,MIXTO,910811,224,196,420,1284,1358,2642,1508,1554,3062,949,194,1143,0.32931075,49794950.8164062,39986.45551015,30.37173653,100.81741333
1721,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5103,CONCÓN,2,MIXTO,510302,1503,1240,2743,177,144,321,1680,1384,3064,123,1062,1185,0.39883568,92241121.2246094,46982.5691013,64.77705383,47.30069733
1722,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9109,LONCOCHE,2,MIXTO,910902,59,44,103,1485,1522,3007,1544,1566,3110,1248,54,1302,0.34692668,80486499.1796875,42197.74522635,48.05067444,64.72333527
1723,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,7,MIXTO,912007,1160,1092,2252,433,428,861,1593,1520,3113,987,1478,2465,0.65672222,261287334.621094,79151.51676254,155.86962891,19.97181892
1724,4,REGIÓN DE COQUIMBO,43,LIMARÍ,4303,MONTE PATRIA,21,MIXTO,430321,289,263,552,1261,1305,2566,1550,1568,3118,987,283,1270,0.51313979,122203918.453125,60199.25195545,89.7381897,34.74552155
1725,4,REGIÓN DE COQUIMBO,41,ELQUI,4106,VICUÑA,3,MIXTO,410603,294,263,557,1313,1259,2572,1607,1522,3129,873,256,1129,0.30178667,65797698.9570312,35941.72530224,49.22788239,63.5615387
1726,14,REGIÓN DE LOS RÍOS,142,RANCO,14203,LAGO RANCO,1,MIXTO,1420301,512,508,1020,1036,1110,2146,1548,1618,3166,1154,581,1735,1.03628785,423712158.773438,126273.91047506,246.1943512,12.85975838
1727,14,REGIÓN DE LOS RÍOS,142,RANCO,14203,LAGO RANCO,2,RURAL,1420302,1658,1522,3180,0,0,0,1658,1522,3180,0,1750,1750,1.34012707,852102627.414062,164188.10527937,494.72296143,6.42784023
1728,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5503,HIJUELAS,1,MIXTO,550301,196,205,401,1376,1434,2810,1572,1639,3211,928,129,1057,0.11674614,8535235.27539063,13842.45024525,6.08549738,527.64788818
1729,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5105,PUCHUNCAVÍ,4,MIXTO,510504,219,180,399,1370,1472,2842,1589,1652,3241,1063,238,1301,0.24889313,41509429.9082031,28919.01531041,29.31334305,110.56398773
1730,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9115,PUCÓN,1,MIXTO,911501,381,336,717,1222,1321,2543,1603,1657,3260,2433,399,2832,0.57921838,234394393.753906,70881.57391454,140.53549194,23.19698715
1731,5,REGIÓN DE VALPARAÍSO,55,QUILLOTA,5506,NOGALES,1,MIXTO,550601,93,81,174,1477,1644,3121,1570,1725,3295,1092,98,1190,0.27534012,35855117.171875,32473.74657807,25.23486519,130.57331848
1732,14,REGIÓN DE LOS RÍOS,141,VALDIVIA,14101,VALDIVIA,1,URBANO,1410101,0,0,0,1640,1676,3316,1640,1676,3316,1432,0,1432,0.04940361,1487526.9921875,5824.66741034,0.89433914,3707.76586914
1733,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9112,PADRE LAS CASAS,1,RURAL,911201,1706,1631,3337,0,0,0,1706,1631,3337,0,1251,1251,0.443452,110979820.527344,53046.80601221,67.3740387,49.52946091
1734,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9120,VILLARRICA,6,MIXTO,912006,806,755,1561,854,927,1781,1660,1682,3342,1609,1375,2984,0.72583724,200249056.785156,87546.77448316,119.31671906,28.00948524
1735,9,REGIÓN DE LA ARAUCANÍA,91,CAUTÍN,9117,TEODORO SCHMIDT,5,MIXTO,911705,262,251,513,1338,1512,2850,1600,1763,3363,1187,240,1427,0.413085,66736656.4375,49269.64981683,40.25335312,83.5458374
1736,5,REGIÓN DE VALPARAÍSO,51,VALPARAÍSO,5107,QUINTERO,3,RURAL,510703,1720,1669,3389,0,0,0,1720,1669,3389,0,1485,1485,0.40179047,84751080.7050781,46872.04966083,59.5649147,56.89591217
